,Duration,Total_Stops,Price,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Jounrey_date,Jounrey_month,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi
934,275,1,5458,7,35,12,10,6,6,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
935,175,0,3919,21,10,0,5,6,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
936,545,1,6916,7,5,16,10,3,9,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
937,575,1,14871,16,0,1,35,3,6,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
938,275,1,5054,7,35,12,10,6,12,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
939,415,2,12488,12,20,19,15,6,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
940,175,0,4823,18,25,21,20,15,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
941,800,2,14483,5,55,19,15,3,9,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
942,120,2,11989,17,15,19,15,24,6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
943,665,1,6818,5,5,16,10,6,12,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
944,600,1,12927,9,0,19,0,24,6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
945,155,0,4804,22,15,0,50,15,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
946,890,1,7318,10,45,1,35,21,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
947,140,0,3384,7,55,10,15,21,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
948,590,1,11410,20,45,6,35,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
949,170,0,4591,23,30,2,20,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
950,170,0,4284,5,50,8,40,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
951,305,1,9165,23,30,4,35,24,6,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
952,720,1,5192,22,40,10,40,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
953,540,1,14502,10,0,19,0,6,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
954,510,1,15077,10,45,19,15,3,6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
955,600,1,12192,9,0,19,0,6,12,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
956,90,0,1965,13,15,14,45,21,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
957,140,0,3850,7,55,10,15,18,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
958,90,0,3175,16,55,18,25,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
959,90,0,4392,9,10,10,40,27,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
960,1185,2,14960,16,45,12,30,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
961,835,1,6442,8,35,22,30,27,5,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
962,135,0,3597,8,20,10,35,21,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
963,190,0,6111,6,0,9,10,15,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
964,195,0,6015,21,5,0,20,6,9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
965,170,0,6121,13,20,16,10,18,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
966,455,1,6442,8,35,16,10,6,12,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
967,260,2,11542,9,25,13,45,6,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
968,545,1,6076,7,5,16,10,27,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
969,920,2,10408,10,0,1,20,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
970,800,2,8446,5,55,19,15,27,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
971,175,0,13663,7,45,10,40,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
972,705,1,10671,20,30,8,15,15,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
973,170,0,3383,23,55,2,45,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
974,910,1,9021,10,20,1,30,5,9,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
975,615,1,14533,9,0,19,15,18,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
976,140,0,3597,13,15,15,35,5,12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
977,165,0,4077,1,30,4,15,6,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
978,545,1,9646,7,5,16,10,6,12,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
979,140,0,3873,22,20,0,40,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
980,480,1,6104,17,30,1,30,6,9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
981,200,1,10945,6,5,9,25,3,9,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
982,145,0,3873,9,0,11,25,27,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
983,425,1,9585,4,55,12,0,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
984,290,1,6147,15,10,20,0,5,9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
985,615,1,8372,9,0,19,15,21,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
986,690,1,10877,7,30,19,0,27,6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
987,1275,2,10441,22,0,19,15,5,9,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
988,975,1,13611,4,45,21,0,3,6,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
989,140,0,3597,13,15,15,35,24,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
990,845,1,10678,4,55,19,0,6,12,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
991,755,1,8285,8,25,21,0,27,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
992,165,0,4423,6,5,8,50,24,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
993,170,0,6144,23,30,2,20,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
994,160,0,4148,21,25,0,5,27,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
995,170,0,3873,20,30,23,20,24,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
996,505,1,14871,17,10,1,35,3,6,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
997,265,2,11234,6,45,11,10,18,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
998,490,1,6938,14,20,22,30,6,6,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
999,750,1,6093,8,30,21,0,6,12,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1000,170,0,3943,10,10,13,0,15,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1001,140,0,3597,17,45,20,5,5,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1002,700,1,8610,7,10,18,50,5,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1003,170,0,4991,9,30,12,20,5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1004,315,1,4649,15,5,20,20,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1005,135,0,3597,8,20,10,35,18,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1006,170,0,8855,16,55,19,45,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1007,165,0,3943,6,5,8,50,24,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1008,385,1,9001,12,50,19,15,6,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1009,910,1,7670,10,20,1,30,18,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1010,465,1,7530,17,45,1,30,6,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1011,295,1,8443,9,20,14,15,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1012,315,1,5351,6,5,11,20,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1013,190,0,6688,6,0,9,10,21,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1014,375,2,7664,5,50,12,5,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1015,315,1,4775,15,15,20,30,15,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1016,155,0,3514,15,20,17,55,27,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1017,765,1,7480,20,40,9,25,27,6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1018,90,0,2227,21,20,22,50,5,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1019,870,1,7452,7,55,22,25,18,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1020,155,0,4409,10,20,12,55,24,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1021,115,2,4647,9,10,11,5,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1022,155,0,3332,9,30,12,5,21,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1023,555,1,6902,10,0,19,15,27,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1024,215,1,6857,19,55,23,30,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1025,440,1,11789,11,40,19,0,15,6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1026,865,2,13039,17,15,7,40,5,9,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1027,185,1,9345,20,20,23,25,18,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1028,90,0,1965,22,45,0,15,24,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1029,810,1,6093,7,30,21,0,6,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1030,275,1,5073,7,35,12,10,4,6,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1031,555,1,9194,10,0,19,15,6,6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1032,440,1,11789,11,40,19,0,6,12,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1033,90,0,2017,13,15,14,45,6,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1034,1320,2,15894,14,30,12,30,6,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1035,165,0,3419,1,30,4,15,5,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1036,290,1,6027,15,10,20,0,24,4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1037,765,1,7480,20,40,9,25,18,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1038,520,1,7189,8,35,17,15,6,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1039,165,0,7276,10,0,12,45,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1040,510,1,7888,17,0,1,30,21,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1041,970,2,9417,17,15,9,25,3,6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1042,835,1,17057,7,5,21,0,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1043,480,1,12537,13,0,21,0,27,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1044,1275,2,10651,22,0,19,15,27,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1045,190,0,6741,6,0,9,10,6,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1046,290,2,13381,14,25,19,15,27,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1047,165,0,4423,6,5,8,50,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1048,275,1,5054,7,35,12,10,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1049,-20,1,7480,9,45,9,25,24,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1050,165,0,6961,17,0,19,45,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1051,150,0,3841,17,10,19,40,24,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1052,180,0,3943,21,15,0,15,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1053,170,0,4319,9,30,12,20,15,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1054,170,0,4423,13,0,15,50,24,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1055,1210,2,10467,13,15,9,25,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1056,260,1,7452,16,45,21,5,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1057,355,2,13276,13,20,19,15,21,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1058,105,2,31783,8,50,10,35,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1059,135,0,4667,11,40,13,55,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1060,535,1,8266,10,20,19,15,15,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1061,170,0,4823,20,0,22,50,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1062,170,0,4483,23,55,2,45,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1063,165,0,6961,6,10,8,55,6,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1064,90,0,4049,9,10,10,40,5,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1065,135,0,3807,8,20,10,35,24,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1066,940,1,6442,6,50,22,30,6,9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1067,835,1,6442,8,35,22,30,24,6,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1068,170,0,4823,20,0,22,50,21,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1069,540,1,5135,10,35,19,35,4,6,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1070,170,0,3383,23,55,2,45,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1071,370,1,5842,7,25,13,35,15,6,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1072,905,1,8366,16,50,7,55,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1073,90,0,1965,5,45,7,15,5,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1074,150,0,3873,17,10,19,40,6,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1075,460,1,10678,4,55,12,35,6,6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1076,865,1,6824,8,50,23,15,21,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1077,855,2,9443,5,0,19,15,6,12,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1078,730,1,13378,7,5,19,15,21,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1079,170,0,3943,4,0,6,50,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1080,575,1,7191,11,25,21,0,18,5,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1081,160,0,3625,5,55,8,35,27,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1082,370,1,6841,7,25,13,35,27,5,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1083,385,3,12346,5,50,12,15,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1084,150,0,5515,9,0,11,30,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1085,155,0,4804,4,40,7,15,27,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1086,140,0,3597,13,15,15,35,6,12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1087,795,1,15353,6,0,19,15,3,6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1088,175,0,7303,18,25,21,20,24,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1089,-20,2,10975,9,45,9,25,6,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1090,155,0,4384,10,20,12,55,18,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1091,455,1,10877,11,25,19,0,15,6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1092,810,1,7191,7,30,21,0,5,6,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1093,495,1,6686,23,30,7,45,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1094,760,1,7530,12,50,1,30,6,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1095,895,1,6442,7,35,22,30,15,6,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1096,155,0,4804,4,40,7,15,27,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1097,185,0,5406,14,30,17,35,21,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1098,295,1,4611,17,55,22,50,4,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1099,290,1,5069,8,10,13,0,6,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1100,175,0,3898,7,45,10,40,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1101,90,0,2754,12,0,13,30,6,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1102,630,1,6943,15,0,1,30,27,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1103,170,0,8033,16,55,19,45,15,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1104,175,0,6860,18,25,21,20,3,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1105,455,1,6953,11,40,19,15,27,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1106,175,0,4823,7,10,10,5,5,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1107,155,0,4174,4,40,7,15,4,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1108,155,0,3841,6,55,9,30,5,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1109,195,0,5000,5,35,8,50,27,6,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1110,980,2,13366,5,50,22,10,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1111,1130,1,12395,21,55,16,45,3,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1112,260,1,7452,16,45,21,5,15,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1113,155,0,6565,15,10,17,45,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1114,90,0,1965,5,45,7,15,24,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1115,155,0,3332,9,30,12,5,27,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1116,285,1,6208,5,25,10,10,21,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1117,290,1,11161,13,50,18,40,18,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1118,225,2,12224,10,0,13,45,6,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1119,965,1,7480,17,20,9,25,27,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1120,155,0,4804,17,15,19,50,21,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1121,300,1,6069,16,0,21,0,18,5,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1122,915,1,6065,6,40,21,55,21,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1123,1065,1,12395,15,40,9,25,3,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1124,325,1,5636,2,0,7,25,24,4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1125,320,1,5232,17,40,23,0,4,6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1126,140,0,3850,7,55,10,15,5,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1127,955,1,7258,17,40,9,35,27,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1128,175,0,4423,21,10,0,5,5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1129,90,0,2227,21,20,22,50,18,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1130,930,1,13377,10,0,1,30,24,6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1131,120,1,5626,6,50,8,50,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1132,170,0,6860,16,55,19,45,21,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1133,415,1,6628,18,35,1,30,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1134,150,0,4174,17,10,19,40,6,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1135,170,0,3943,10,10,13,0,18,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1136,500,2,7870,15,10,23,30,6,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1137,1220,2,10975,13,5,9,25,15,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1138,140,0,3850,7,55,10,15,27,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1139,165,0,4804,20,25,23,10,18,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1140,160,0,4465,6,55,9,35,18,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1141,675,1,19332,8,0,19,15,3,9,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1142,150,0,3841,17,10,19,40,21,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1143,170,0,4591,10,10,13,0,4,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1144,290,1,5192,15,15,20,5,24,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1145,780,1,11789,6,0,19,0,6,6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1146,640,1,8372,21,0,7,40,15,6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1147,795,1,8266,6,0,19,15,5,9,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1148,155,0,5613,17,0,19,35,21,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1149,750,1,6093,8,30,21,0,24,6,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1150,370,1,6296,7,25,13,35,18,5,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1151,165,0,4804,9,35,12,20,27,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1152,170,0,4284,5,50,8,40,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1153,885,1,6558,7,35,22,20,21,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1154,345,1,5775,21,50,3,35,24,6,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1155,135,0,3543,8,20,10,35,21,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1156,555,2,14219,6,0,15,15,3,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1157,-30,2,9653,19,45,19,15,15,6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1158,165,0,3943,6,5,8,50,21,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1159,90,0,2754,1,40,3,10,6,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1160,745,2,10756,6,50,19,15,21,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1161,90,0,5755,9,10,10,40,24,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1162,520,1,6643,8,35,17,15,6,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1163,810,1,9845,7,30,21,0,21,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1164,315,1,5583,6,5,11,20,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1165,300,1,6069,16,0,21,0,15,5,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1166,855,2,10283,5,0,19,15,3,6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1167,675,1,7795,9,50,21,5,24,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1168,440,1,13977,0,20,7,40,3,9,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1169,160,0,6038,20,25,23,5,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1170,195,0,5601,5,35,8,50,21,5,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1171,810,1,12351,7,30,21,0,3,9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
